time,generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,temp,pressure,humidity,year,month,day,weather_main,wastage
2018-January-16,7425,9031,0,119074,118081,8089,0,0,0,0,23860,27200,47598,0,170272,1143,2388,23684,7399,0,248070,21880,0,247166,797385,796272,51.605,57.82083333,283.08225,1024.375,69.7,2018,January,16,clear,427816.3458
2018-January-17,8022,12082,0,144817,124918,7932,0,0,0,0,22355,29381,51095,0,170344,1459,2460,23930,7864,0,183697,23358,0,184336,788718,784059,53.27958333,59.54958333,284.1494866,1023.342812,72.01895735,2018,January,17,clear,468297.9233
2018-January-18,8054,13639,0,171554,137315,7784,0,0,0,0,3142,28737,73810,0,170398,1513,2593,25049,7330,0,82329,25311,0,82176,786467,782212,57.54583333,63.28458333,282.0489198,1023.05892,72.8903437,2018,January,18,clear,463875.9958
2018-January-19,8048,13526,0,158149,125027,7954,0,0,0,0,1415,26013,51760,0,170467,1411,2539,22480,7619,0,121672,22343,0,121636,776918,775791,55.10208333,60.84166667,282.1020117,1020.920705,78.64023495,2018,January,19,clear,463552.6583
2018-January-20,7911,4966,0,104553,59792,6237,0,0,0,0,12641,23789,39866,0,170509,1289,2416,22015,7800,0,237133,23848,0,235901,689151,684592,46.84083333,52.75,283.2786333,1023.575,70.80833333,2018,January,20,clear,411450
2018-January-21,8165,0,0,98777,42284,5737,0,0,0,0,37158,25139,49446,0,170454,1309,2313,23354,7402,0,215526,22999,0,216688,630775,627243,43.89,50.31833333,285.8168866,1025.720497,71.61024845,2018,January,21,clear,372456.3033
2018-January-22,8926,6923,0,149764,91808,7200,0,0,0,0,9572,27737,46435,0,170409,1399,2370,22800,7586,0,162364,23492,0,162890,738326,742352,53.77875,59.61,284.5005292,1026.205371,76.61611374,2018,January,22,clear,452201.46
2018-January-23,8850,12543,0,195597,112031,7417,0,0,0,0,1823,28289,79634,0,170391,1361,2364,21356,7689,0,69345,22086,0,69689,757427,755459,58.06916667,63.41916667,283.7524724,1027.278041,78.43127962,2018,January,23,clear,487629.9725
2018-January-24,8675,11467,0,194978,103537,7887,0,0,0,0,2356,27031,55854,0,170436,1362,2497,22113,7825,0,103622,21882,0,102888,756912,758350,56.42541667,61.785,282.2265686,1026.280112,80.34313725,2018,January,24,clear,483467.625
2018-January-25,8897,12445,0,169834,79360,7884,0,0,0,0,2654,28004,51212,0,170314,1415,2387,8887,7525,0,145656,9334,0,144475,768766,769544,52.72458333,58.71041667,282.4648469,1019.715047,86.78029294,2018,January,25,clouds,441795.8854
2018-January-26,8293,93,0,128035,42432,7645,0,0,0,0,14307,28167,42097,0,170466,1601,2335,21811,7542,0,279869,21928,0,280564,777307,783758,49.23041667,55.76541667,281.1781971,1020.251603,75.38942308,2018,January,26,clouds,420582.7725
2018-January-27,8521,0,0,115929,37597,6155,0,0,0,0,16714,24400,38829,0,170565,1416,2262,23738,7292,0,208100,23010,0,208764,706512,699771,48.81916667,54.22041667,281.2363987,1028.287781,65.14308682,2018,January,27,clear,395375.2783
2018-January-28,8520,0,0,101860,36869,5945,0,0,0,0,18104,23790,42554,0,170552,1420,2177,17685,6841,0,174695,19237,0,175058,654831,651946,48.90166667,54.49625,281.6415833,1033.425,74.175,2018,January,28,clear,372808.8463
2018-January-29,9176,15308,0,170441,95274,7303,0,0,0,0,4885,25225,54098,0,170586,1565,2124,23106,7290,0,92713,23741,0,93631,770818,759403,54.35625,60.01,282.0727169,1032.973813,74.60556465,2018,January,29,clear,437472.9
2018-January-30,9267,19979,0,189846,110831,7792,0,0,0,0,2317,25566,60927,0,170647,1465,2130,22229,6995,0,71731,22015,0,72621,776590,773292,54.42958333,59.79416667,280.9904427,1028.926718,78.22442748,2018,January,30,clear,418260.1958
2018-January-31,8994,20895,0,189456,104438,7610,0,0,0,0,4510,25834,80358,0,170672,1488,2154,19618,6584,0,63581,21583,0,64338,768985,765949,55.22541667,62.38375,280.9007357,1022.941441,78.74474474,2018,January,31,clear,410734.61
2018-February-01,6946,496,0,92570,31903,7318,0,0,0,0,19091,28074,40414,0,170289,1376,2159,16801,6643,0,289299,16703,0,288763,694729,691801,38.95958333,59.75416667,280.2727688,1012.020619,81.34756996,2018,February,32,clear,396946.9292
2018-February-02,8846,6347,0,135100,77408,7783,0,0,0,0,10342,26382,46766,0,170570,1563,2313,25968,6783,0,239022,26160,0,239533,795800,798744,50.47666667,57.6525,278.9502019,1011.568323,67.86645963,2018,February,33,clear,391056.9075
2018-February-03,8210,0,0,120051,93550,7953,0,0,0,0,11428,38019,95391,0,159783,1297,2433,7929,7646,0,276574,7678,0,279610,768505,784419,50.32625,54.31625,279.6285833,1015.4,63.125,2018,February,34,clear,415302.0475
2018-February-04,5733,0,0,88615,24762,6940,0,0,0,0,35340,41301,95363,0,144326,354,2025,33152,7731,0,211345,28697,0,208875,633340,627747,28.88,58.21,278.4744225,1009.874089,86.07492196,2018,February,35,rain,450021.51
2018-February-05,8018,381,0,94648,41074,7186,0,0,0,0,10145,40159,102265,0,120486,1432,2421,46657,7050,0,151532,37029,0,141771,666992,659166,46.00375,61.08833333,278.6677562,1007.709468,86.73281453,2018,February,36,rain,430672.75
2018-February-06,7123,10156,0,119691,100822,6037,0,0,0,0,8713,38855,57271,0,100969,1329,2584,35954,6450,0,57529,37734,0,58479,604161,599413,60.63333333,60.60875,278.5805237,1009.880524,77.58592471,2018,February,37,clouds,390926.4375
2018-February-07,8772,15156,0,134897,99603,6979,0,0,0,0,1767,32041,84411,0,144963,1409,2305,42809,7365,0,67385,48065,0,67138,730328,723426,60.70208333,62.98166667,277.5391627,1014.437599,69.37756714,2018,February,38,clouds,463859.975
2018-February-08,8809,15007,0,197473,120835,6475,0,0,0,0,1531,22122,71232,0,167087,1315,2252,49885,7328,0,89573,57389,0,100307,789586,797853,64.32666667,68.75791667,276.7858851,1018.812112,69.86801242,2018,February,39,clear,503858.0133
2018-February-09,9260,17393,0,100698,90715,5366,0,0,0,0,4670,17704,50798,0,166927,290,2226,37832,7649,0,82089,44540,0,80461,631308,633141,63.80666667,66.22666667,277.5937781,1019.580386,68.90032154,2018,February,40,clear,506567.7733
2018-February-10,8265,10892,0,115412,86382,7395,0,0,0,0,11665,12906,27525,0,167831,1409,2397,45929,6932,0,192700,44393,0,194436,691944,693956,66.07791667,56.59958333,279.7268553,1020.374598,64.61093248,2018,February,41,clear,392348.3117
2018-February-11,7184,10814,0,179265,93157,6904,0,0,0,0,10430,22539,30307,0,143858,1464,2201,14969,7400,0,165844,16426,0,153298,656784,661729,63.75375,54.50125,281.6444936,1018.969453,72.95819936,2018,February,42,clear,403309.25
2018-February-12,8897,865,0,101383,89227,5558,0,0,0,0,18164,24215,49092,0,124472,1347,2208,16520,7222,0,198936,16735,0,194439,625154,627969,56.45125,62.10125,281.4078106,1019.192547,76.63043478,2018,February,43,clouds,448495.2275
2018-February-13,9312,18143,0,112346,101894,8091,0,0,0,0,10576,28905,45720,0,170597,1637,2305,27812,7856,0,229492,26899,0,216314,807761,813673,50.98833333,57.49083333,278.7936013,1018.660772,72.94533762,2018,February,44,clear,451647.9867
2018-February-14,9125,16591,0,100868,88541,7911,0,0,0,0,22527,32083,48381,0,170634,1628,2237,15967,7599,0,292302,15859,0,269647,802785,804120,48.4275,54.96333333,282.2786667,1018.366667,75.60833333,2018,February,45,clouds,417666.37
2018-February-15,9295,18161,0,150138,112259,7848,0,0,0,0,13560,33662,69804,0,170694,1519,2302,26344,7345,0,140253,21453,0,137134,783556,780064,55.62166667,61.69583333,284.4867391,1022.659938,76.04658385,2018,February,46,clear,453155.8958
2018-February-16,9408,20985,0,177633,131026,8004,0,0,0,0,970,35443,87034,0,170701,1527,2391,28148,7948,0,44250,26790,0,59616,759957,762171,59.9875,65.6825,284.8846445,1022.677725,81.81990521,2018,February,47,clear,522044.51
2018-February-17,9253,11305,0,99757,82642,6553,0,0,0,0,3710,34927,58147,0,168212,1374,2427,23478,7864,0,148335,23180,0,147764,680094,678860,50.66083333,55.91041667,283.2896268,1022.432432,86.29214929,2018,February,48,mist,439679.5167
2018-February-18,9182,11209,0,104990,68230,5639,0,0,0,0,14046,34543,53957,0,146959,1426,2263,26093,7827,0,135118,27681,0,120415,640906,636929,51.1725,56.75125,282.5431889,1022.323529,77.11455108,2018,February,49,clouds,444192.0338
2018-February-19,9309,13415,0,155955,96947,7475,0,0,0,0,1817,35002,84136,0,145946,1236,2302,26715,7800,0,124346,21510,0,132015,760344,757281,56.26208333,62.30625,283.270311,1018.109656,75.55482815,2018,February,50,clouds,485988.75
2018-February-20,9188,7735,0,117904,94784,8012,0,0,0,0,9930,33781,59585,0,145881,1507,2210,36241,7752,0,254762,30639,0,224628,768369,762698,51.9425,58.45083333,284.278928,1014.772504,70.11292962,2018,February,51,clear,453110.86
2018-February-21,9098,5888,0,114141,94380,8038,0,0,0,0,14286,32215,56795,0,145722,1470,2309,35664,7687,0,271959,33102,0,256185,780431,767394,49.90416667,56.31833333,282.1267917,1009.016667,60.65833333,2018,February,52,clear,432919.0283
2018-February-22,9098,10798,0,126823,121984,7849,0,0,0,0,9606,30264,59187,0,145443,1436,2357,45203,7730,0,209519,39999,0,201871,784958,781612,53.5825,59.84208333,279.03975,1008.808333,59.675,2018,February,53,clear,462579.3042
2018-February-23,9595,14005,0,159034,148852,7936,0,0,0,0,985,30676,84300,0,145784,1356,2467,46520,7732,0,84997,41737,0,86208,791393,787398,58.12875,64.05291667,278.3320833,1006.05,58.975,2018,February,54,clear,495257.1517
2018-February-24,9195,13009,0,148327,154654,6214,0,0,0,0,2465,29285,77459,0,146286,1291,2453,40197,8050,0,27886,38063,0,38371,712678,702763,59.46708333,63.9775,279.2089167,1007.325,63.49166667,2018,February,55,clear,515018.875
2018-February-25,9270,7217,0,118063,133364,5331,0,0,0,0,10407,27003,49852,0,156808,1253,2314,36171,7662,0,71445,30926,0,53314,655433,648548,57.47875,62.62166667,280.7012275,1010.720131,65.58428805,2018,February,56,clear,479807.21
2018-February-26,8929,6910,0,156855,132083,7400,0,0,0,0,9757,27842,75555,0,168460,1279,2356,31492,7250,0,163442,29752,0,144858,772456,775712,59.095,65.68625,280.6708674,1008.278232,66.299509,2018,February,57,clouds,476225.3125
2018-February-27,8455,7215,0,198302,142306,7793,0,0,0,0,1432,29289,106455,0,170396,1361,2375,10543,7413,0,167970,13622,0,159219,805757,813515,64.22541667,70.86916667,277.9762094,1006.638989,79.49578821,2018,February,58,clouds,525353.1325
2018-February-28,8508,3378,0,153654,131726,6910,0,0,0,0,3847,29515,96860,0,170450,1307,2437,6434,7483,0,225316,6516,0,240347,785638,797840,55.51541667,64.78458333,278.9676297,996.8282648,92.34525939,2018,February,59,rain,484783.0371
2018-March-01,7486,304,0,102990,32788,7555,0,0,0,0,16792,30048,55748,0,168401,1408,2250,11796,7349,0,275672,11992,0,275993,729943,718861,39.875,58.13583333,283.7571644,989.2898904,85.60657734,2018,March,60,clouds,427240.2392
2018-March-02,9197,6197,0,106100,72342,6197,0,0,0,0,11055,23763,31839,0,169625,1376,2338,29440,7767,0,230587,28888,0,229366,715923,718348,48.56083333,57.79208333,283.598587,997.4904891,76.19701087,2018,March,61,clouds,448871.1112
2018-March-03,7887,0,0,97851,44836,6781,0,0,0,0,32932,36532,76605,0,145835,1199,2446,12127,7628,0,289225,14401,0,293436,684302,680628,43.91875,52.30333333,285.5813826,998.8038585,70.21221865,2018,March,62,clouds,398969.8267
2018-March-04,6160,0,0,92475,24870,6876,0,0,0,0,25580,42377,102516,0,143975,534,2052,29856,7607,0,274249,28637,0,274787,704594,702769,31.815,50.88958333,285.0340833,997.7333333,73.85833333,2018,March,63,clouds,387117.0604
2018-March-05,8060,399,0,94731,38729,7063,0,0,0,0,7640,41344,92056,0,120804,1471,2465,44077,6931,0,231247,43924,0,218282,681574,684088,43.705,58.3375,283.580156,994.6340426,75.2212766,2018,March,64,clouds,404337.2125
2018-March-06,7765,9857,0,108930,74698,5789,0,0,0,0,16251,38810,57841,0,112445,1260,2352,42331,6116,0,76182,42477,0,81548,557580,550952,54.58375,57.22416667,283.3497472,999.9668246,70.27330174,2018,March,65,clouds,349983.0033
2018-March-07,8571,15885,0,142242,112976,7454,0,0,0,0,205,32003,111045,0,145096,1428,2399,56909,7083,0,47152,55230,0,61379,741184,754350,61.4825,58.59208333,282.7958136,1008.172196,64.68088468,2018,March,66,clouds,415007.7263
2018-March-08,7810,16267,0,223355,129004,6896,0,0,0,0,1037,22885,80934,0,166837,1311,2286,47189,7455,0,77430,52745,0,81224,805877,806252,68,55.74125,284.2265816,1008.696454,76.56879433,2018,March,67,clouds,415551.0188
2018-March-09,9273,17958,0,168078,113504,6874,0,0,0,0,901,18623,57960,0,167003,334,2357,29599,7786,0,112144,34904,0,98824,760504,746619,70.08541667,51.04125,286.8212484,1010.450687,77.56679151,2018,March,68,clouds,397407.1725
2018-March-10,7843,14546,0,141578,111858,7649,0,0,0,0,3292,13558,59821,0,167605,1426,2480,47595,7293,0,116690,45423,0,129174,701394,699367,71.41541667,38.96208333,288.2061527,1004.770958,71.7245509,2018,March,69,clouds,284150.4738
2018-March-11,7748,11028,0,187498,100474,6021,0,0,0,0,7044,22894,28198,0,143933,1396,2175,26643,7928,0,79609,28581,0,74654,627221,625021,63.12041667,16.95333333,285.5201964,1002.810147,64.43535188,2018,March,70,clouds,134406.0267
2018-March-12,8877,0,0,188023,108361,6813,0,0,0,0,12720,27670,77457,0,130216,1363,2220,16271,7068,0,139791,17349,0,136951,736046,733406,61.56125,47.77833333,285.4520833,1013.016667,61.73333333,2018,March,71,clouds,337697.26
2018-March-13,7639,0,0,124731,27885,8136,0,0,0,0,14425,42468,160812,0,145724,1414,2492,18898,7226,0,164073,16968,0,178364,747737,749285,48.325,57.35916667,285.3783206,1015.577099,73.85038168,2018,March,72,clouds,414477.3383
2018-March-14,7011,0,0,109065,24470,8114,0,0,0,0,20274,42526,140016,0,145716,1422,2401,9080,7037,0,283361,10931,0,283305,747859,755391,37.34041667,46.89458333,285.4443998,1008.247299,77.86314526,2018,March,73,clouds,329997.1829
2018-March-15,6043,0,0,104647,24889,7710,0,0,0,0,29858,45216,144764,0,145722,1359,2401,21516,6929,0,268298,20743,0,275589,752988,749137,34.35333333,43.43208333,285.2504977,1001.250382,68.87175573,2018,March,74,clouds,300940.9054
2018-March-16,6702,0,0,135143,26678,8155,0,0,0,0,15984,45171,150437,0,145747,1421,2469,28204,7429,0,207544,27305,0,223948,751198,739365,45.2375,54.22333333,283.55125,1005.066667,65.81666667,2018,March,75,clouds,402825.1433
2018-March-17,7327,0,0,109154,34853,6459,0,0,0,0,21226,42089,141364,0,145792,1295,2525,11983,7756,0,204907,13306,0,198874,674418,676156,45.81958333,53.37666667,282.0249633,1001.671072,74.80029369,2018,March,76,clouds,413989.4267
2018-March-18,7209,0,0,104369,32403,5599,0,0,0,0,37321,40899,129487,0,145840,1313,2266,23068,7954,0,192568,25537,0,202581,637515,625311,39.25375,47.79125,282.8018333,1003.833333,68.1,2018,March,77,clouds,380131.6025
2018-March-19,7233,0,0,102839,34315,7391,0,0,0,0,19985,41906,130681,0,145838,1377,2367,15340,7386,0,288982,14495,0,278402,731902,744590,45.2,53.50125,281.2164085,1007.865154,77.49799733,2018,March,78,clouds,395160.2325
2018-March-20,6781,0,0,102401,38216,7935,0,0,0,0,15428,40979,141987,0,145815,1425,2344,31723,7328,0,326843,34601,0,332171,793602,792852,38.885,47.11833333,279.6786186,1013.614114,64.07357357,2018,March,79,clouds,345283.1467
2018-March-21,6749,0,0,111039,40956,7939,0,0,0,0,10054,39110,135131,0,145844,1423,2511,50012,7876,0,286431,44434,0,269850,794818,787353,46.05833333,54.02916667,280.822,1022.525,51.25833333,2018,March,80,clear,425533.7167
2018-March-22,6884,0,0,133776,52635,8073,0,0,0,0,4376,39067,133678,0,145816,1425,2493,55356,7911,0,218996,49683,0,198254,784780,775700,53.69916667,61.21625,281.3600833,1021.891667,51.175,2018,March,81,clear,484281.7538
2018-March-23,6852,0,0,109633,46632,7872,0,0,0,0,10125,39577,128374,0,145672,1455,2440,16837,7957,0,292880,22782,0,273435,764848,773016,46.02833333,53.35166667,283.2068589,1011.640364,70.20182094,2018,March,82,clouds,424519.2117
2018-March-24,6618,0,0,88574,33675,4634,0,0,0,0,45691,38226,98810,0,130382,1270,2106,29284,7355,0,341070,30406,0,337616,691390,696543,23.61,32.29125,283.0455832,1001.593796,69.12555391,2018,March,83,rain,237502.1438
2018-March-25,7922,0,0,107203,34722,5441,0,0,0,0,10950,38527,111138,0,140990,1273,2253,23364,7849,0,193745,21526,0,208070,636170,638499,42.86041667,50.26,283.1229955,1009.129129,72.37237237,2018,March,84,clouds,394490.74
2018-March-26,7623,0,0,118014,38201,7265,0,0,0,0,7745,40324,130963,0,145884,1298,2244,50588,7695,0,197006,44064,0,190598,741780,739636,50.10166667,57.79916667,283.7977331,1019.170418,68.32958199,2018,March,85,clouds,444764.5875
2018-March-27,7435,0,0,106137,38102,7834,0,0,0,0,8979,41185,127492,0,145750,1301,2338,56342,7710,0,186814,50788,0,175302,729660,728022,46.60583333,53.7025,286.0152786,1022.931889,67.36842105,2018,March,86,clear,414046.275
2018-March-28,7499,0,0,103295,33009,7665,0,0,0,0,22163,41704,124771,0,145681,1289,2465,55902,7730,0,178095,52571,0,149858,703245,697601,43.72416667,50.69583333,288.3610311,1016.584288,61.55646481,2018,March,87,clear,391878.7917
2018-March-29,6945,0,0,90587,30272,6199,0,0,0,0,32377,39721,111423,0,145649,986,2278,40483,7360,0,211783,39772,0,206406,604310,620013,25.55416667,34.77708333,286.5583306,1010.193126,62.88543372,2018,March,88,clouds,255959.3333
2018-March-30,5427,0,0,78330,22860,5185,0,0,0,0,54495,38155,90205,0,145769,321,2267,27930,6215,0,279770,31745,0,320110,573535,582445,4.28,14.90541667,284.5835759,1005.373065,58.9380805,2018,March,89,clouds,92637.16458
2018-March-31,5968,0,0,78321,24556,4724,0,0,0,0,42719,38286,91114,0,147774,412,2153,45012,6443,0,255940,44050,0,285760,612964,607668,13.81541667,25.58458333,284.37025,1010.8,57.68333333,2018,March,90,clouds,164841.4704
2018-April-01,6768,454,0,95672,31866,6940,0,0,0,0,23545,30253,48379,0,170327,1325,2311,10345,7244,0,294314,11494,0,294600,715102,717705,38.95958333,35.3875,285.2111667,1014.641667,61.15,2018,April,91,clear,256347.05
2018-April-02,9308,10205,0,109959,88394,5819,0,0,0,0,14694,24373,57118,0,168648,1391,2276,9051,7552,0,129759,10126,0,130736,674974,681377,52.74375,37.89041667,286.9015,1008.316667,59.91666667,2018,April,92,clear,286148.4267
2018-April-03,8461,0,0,90089,43447,5917,0,0,0,0,37196,36240,72347,0,145846,1124,2393,18571,7138,0,213363,16191,0,207139,630399,631969,42.7625,38.95833333,288.0122095,1007.296236,64.95744681,2018,April,93,clouds,278084.5833
2018-April-04,6221,0,0,94869,33365,6907,0,0,0,0,33170,43069,93978,0,142879,557,2245,36685,6840,0,293874,33356,0,281873,711419,714544,31.74875,41.40875,287.7644845,1012.718494,60.53518822,2018,April,94,clouds,283235.85
2018-April-05,8604,808,0,86525,33798,6937,0,0,0,0,12826,40142,84247,0,120590,1422,2510,49475,7572,0,217256,51335,0,201497,677995,680741,43.67041667,54.19416667,287.3883333,1017.3,62.425,2018,April,95,clear,410358.23
2018-April-06,8503,10499,0,124643,98258,7155,0,0,0,0,3835,39229,71533,0,113050,1275,2450,36229,5898,0,86865,37745,0,105962,664057,668135,58.46291667,46.18125,287.5654969,1010.903727,65.67546584,2018,April,96,clear,272377.0125
2018-April-07,8341,15326,0,140712,105242,7483,0,0,0,0,959,29447,75235,0,145919,1369,2316,56304,6766,0,120888,58578,0,101857,749038,749004,61.65416667,48.89375,285.1600996,1005.463727,80.53911807,2018,April,97,clouds,330815.1125
2018-April-08,7717,15477,0,145443,118487,5992,0,0,0,0,2102,20105,52617,0,158238,1287,2299,43125,7840,0,97147,49126,0,101872,719769,715252,65.40166667,42.66416667,285.2851975,1007.085308,76.03791469,2018,April,98,clouds,334487.0667
2018-April-09,9214,18014,0,178504,131523,6956,0,0,0,0,1311,17739,53381,0,166764,464,2477,41490,7782,0,93356,42634,0,96648,747520,751338,70.94666667,56.48333333,283.2867236,1008.354037,72.00931677,2018,April,99,clouds,439553.3
2018-April-10,7318,14622,0,199976,130186,7188,0,0,0,0,643,13591,45439,0,166624,1427,2604,45901,7874,0,50543,45556,0,57053,696466,698008,74.29125,53.53625,282.5898835,999.5450311,81.39440994,2018,April,100,rain,421544.4325
2018-April-11,7507,11060,0,108965,111609,5569,0,0,0,0,6547,21870,28127,0,143606,1439,2143,18242,7702,0,106721,22901,0,109109,593120,598863,59.255,48.20333333,283.2307939,998.4564885,74.39541985,2018,April,101,clouds,371262.0733
2018-April-12,8813,0,0,227111,117621,7405,0,0,0,0,2951,32494,88923,0,132901,1295,2345,23325,7055,0,49907,21373,0,49691,740603,740096,66.17166667,57.47083333,284.7058429,1002.443535,73.97381342,2018,April,102,clouds,405456.7292
2018-April-13,5757,0,0,161476,81601,7268,0,0,0,0,5811,43647,157614,0,121221,400,2508,24209,7361,0,51267,23742,0,47844,736712,737313,58.76416667,65.46166667,284.6349839,1006.81672,77.85691318,2018,April,103,clouds,481863.3283
2018-April-14,5568,0,0,103079,54916,5837,0,0,0,0,23819,41769,121807,0,121162,325,2232,44346,7751,0,64762,37606,0,62210,650638,638668,48.58208333,55.4625,285.5407583,1015.780411,77.80410742,2018,April,104,clouds,429889.8375
2018-April-15,5430,0,0,95152,39813,5535,0,0,0,0,42217,40184,116384,0,121113,316,2076,22612,7844,0,133166,27127,0,133032,590773,590704,38.21333333,46.54458333,287.7514403,1015.595745,70.81178396,2018,April,105,clouds,365095.7117
2018-April-16,5622,0,0,113150,62085,7002,0,0,0,0,15407,42940,130815,0,121179,372,2175,42229,7848,0,171850,43715,0,141494,703447,701372,48.39791667,56.23083333,286.907188,1017.113744,71.66350711,2018,April,106,clouds,441299.58
2018-April-17,5764,0,0,135668,74492,6760,0,0,0,0,3517,43144,132864,0,121216,384,2239,57035,7802,0,76641,50964,0,70223,708399,699029,52.595,60.04708333,288.8019167,1022.266667,65.15,2018,April,107,clear,468487.3442
2018-April-18,5718,0,0,102483,65358,6887,0,0,0,0,8117,42871,116489,0,121198,437,2294,59271,7129,0,116579,56956,0,109318,703122,689989,50.7375,57.99208333,290.8868333,1022.916667,59.28333333,2018,April,108,clear,413425.5621
2018-April-19,5842,0,0,99256,52269,6516,0,0,0,0,17786,43548,113558,0,121288,393,2283,58211,7303,0,163261,55694,0,149140,692377,681334,45.58791667,53.12416667,290.71425,1021.741667,59.96666667,2018,April,109,clear,387965.7892
2018-April-20,6000,0,0,97854,48957,6558,0,0,0,0,18792,44569,119915,0,121329,355,2091,45978,7468,0,180769,48035,0,176353,683131,674812,40.675,48.11333333,290.3168333,1019.741667,66.83333333,2018,April,110,clear,359310.3733
2018-April-21,6215,0,0,90141,40100,5226,0,0,0,0,18397,44628,126481,0,121375,311,2088,18314,7665,0,123496,30041,0,131951,605252,603426,38.47208333,45.95,290.12575,1017.866667,61.59166667,2018,April,111,clear,352206.75
2018-April-22,6134,0,0,97384,35710,4643,0,0,0,0,12686,44206,116210,0,121298,292,2111,26244,7102,0,82647,31993,0,88769,565571,557746,41.69041667,49.45208333,290.5932842,1016.315169,67.50515464,2018,April,112,clear,351208.6958
2018-April-23,7163,0,0,108767,55015,5249,0,0,0,0,1547,45747,142179,0,121355,343,2229,26901,6981,0,72481,29240,0,89569,661267,655536,49.75708333,57.49,290.5448333,1014.708696,70.61884058,2018,April,113,clear,401337.69
2018-April-24,7676,0,0,84418,62045,5159,0,0,0,0,1198,45558,147313,0,121371,614,2391,32927,7214,0,88116,38861,0,103859,680484,680237,48.25458333,55.43666667,291.6010167,1014.208333,66.28333333,2018,April,114,clear,399920.1133
2018-April-25,8115,0,0,86676,58335,5406,0,0,0,0,4454,44293,131952,0,121390,1385,2349,36001,7160,0,115583,35460,0,123088,681019,684701,45.32875,52.7725,290.8234727,1017.884244,69.4807074,2018,April,115,clear,377851.1
2018-April-26,8023,0,0,97118,62185,6032,0,0,0,0,11186,43604,138066,0,121347,1366,2527,44893,6824,0,102421,45441,0,103226,681441,679576,47.705,55.23625,290.2122275,1017.380727,71.55924171,2018,April,116,clear,376932.17
2018-April-27,8238,0,0,94588,54947,6922,0,0,0,0,4330,43171,123100,0,121338,1382,2671,48447,6895,0,108475,45772,0,85868,677272,674804,48.86041667,55.76166667,289.9130606,1013.443535,72.44680851,2018,April,117,clouds,384476.6917
2018-April-28,7593,0,0,81563,38616,4825,0,0,0,0,11934,42846,99370,0,121449,1320,2624,39240,7634,0,103897,44820,0,104719,601948,599574,43.94541667,50.215,287.9325368,1010.795417,74.07364975,2018,April,118,clouds,383341.31
2018-April-29,6416,0,0,73537,30716,3536,0,0,0,0,59831,40803,72947,0,121499,1320,2257,35229,7401,0,186315,35728,0,185899,564947,556726,26.30333333,35.61041667,285.7092846,1009.429224,70.44901065,2018,April,119,clouds,263552.6938
2018-April-30,7535,0,0,92004,37786,5922,0,0,0,0,13138,41495,116719,0,125532,1406,2441,30363,7580,0,112030,33901,0,125707,634906,625271,41.19333333,50.26958333,284.70018,1014.06383,65.66612111,2018,April,120,clouds,381043.4417
2018-May-01,7033,1170,0,99600,41554,7579,0,0,0,0,19954,30400,61980,0,170427,1267,2387,9322,7926,0,215440,9379,0,215863,702157,688925,44.9525,47.7375,284.3783797,1014.808511,69.39279869,2018,May,121,clouds,378367.425
2018-May-02,9074,17436,0,139853,124151,7186,0,0,0,0,7543,25705,74676,0,168577,1563,2173,10881,7513,0,163469,12846,0,165231,813289,809607,54.19166667,52.38916667,285.7645,1009.683333,66.81666667,2018,May,122,clear,393599.8092
2018-May-03,8485,9470,0,107625,72532,7656,0,0,0,0,14705,37713,107252,0,145355,1255,2458,14015,6918,0,234146,15739,0,232573,755792,759063,51.85083333,49.43291667,287.05085,1000.2,71.38333333,2018,May,123,clear,341976.9175
2018-May-04,6177,0,0,113951,38814,6968,0,0,0,0,6139,43841,136098,0,142751,523,2435,46139,7576,0,138851,42023,0,133102,716512,700341,47.7525,49.58875,287.6423333,1014.408333,62.98333333,2018,May,124,clear,375684.37
2018-May-05,8790,868,0,94021,35489,5242,0,0,0,0,5416,38935,72994,0,119943,1405,2575,48422,7623,0,125824,48237,0,128705,608035,610483,46.04708333,52.08333333,289.3294167,1016.383333,67.08333333,2018,May,125,clear,397031.25
2018-May-06,8122,10069,0,145828,95527,7169,0,0,0,0,1805,40275,79261,0,98526,1140,2475,21092,5191,0,75321,33389,0,87219,681059,670856,58.92208333,56.12,290.7289167,1016.55,66.74166667,2018,May,126,clear,291318.92
2018-May-07,8348,15416,0,130861,98720,6948,0,0,0,0,2568,29849,81569,0,144853,1398,2527,59294,6611,0,92400,58509,0,94153,738410,741266,59.99041667,64.20291667,291.034125,1012.5,71.08333333,2018,May,127,clear,424445.4821
2018-May-08,8364,15307,0,134282,116241,5506,0,0,0,0,3170,20092,46913,0,153771,1287,2171,48911,7649,0,81663,51661,0,80517,662038,667264,64.48791667,64.17416667,290.7951027,1012.872038,74.63191153,2018,May,128,clouds,490868.2008
